u_index,tag_id,weight
111.0,30.0,2.0
111.0,23.0,2.0
111.0,10.0,1.0
111.0,0.0,1.0
111.0,8.0,1.0
111.0,27.0,1.0
112.0,3.0,7.0
112.0,12.0,3.0
112.0,22.0,2.0
112.0,1.0,1.0
112.0,4.0,2.0
112.0,25.0,2.0
112.0,5.0,4.0
112.0,10.0,4.0
112.0,21.0,4.0
112.0,11.0,3.0
113.0,3.0,8.0
113.0,30.0,1.0
113.0,0.0,2.0
113.0,10.0,4.0
113.0,14.0,3.0
113.0,16.0,2.0
113.0,4.0,3.0
113.0,22.0,2.0
113.0,9.0,2.0
113.0,25.0,1.0
114.0,21.0,2.0
114.0,5.0,5.0
114.0,10.0,2.0
114.0,11.0,1.0
114.0,3.0,6.0
114.0,4.0,5.0
114.0,24.0,1.0
114.0,22.0,3.0
114.0,14.0,2.0
115.0,4.0,1.0
115.0,25.0,2.0
115.0,2.0,3.0
115.0,3.0,5.0
115.0,21.0,4.0
115.0,14.0,1.0
115.0,5.0,4.0
115.0,11.0,6.0
115.0,0.0,1.0
115.0,20.0,1.0
115.0,26.0,1.0
115.0,15.0,1.0
115.0,17.0,1.0
116.0,10.0,5.0
116.0,16.0,5.0
116.0,13.0,3.0
116.0,14.0,2.0
116.0,3.0,5.0
116.0,9.0,2.0
116.0,4.0,2.0
116.0,25.0,5.0
116.0,2.0,2.0
116.0,20.0,1.0
116.0,18.0,1.0
117.0,10.0,2.0
117.0,3.0,5.0
117.0,14.0,1.0
117.0,16.0,1.0
117.0,21.0,4.0
118.0,3.0,6.0
118.0,21.0,2.0
118.0,11.0,1.0
118.0,26.0,3.0
118.0,0.0,1.0
118.0,7.0,1.0
118.0,10.0,1.0
118.0,4.0,1.0
118.0,14.0,1.0
118.0,22.0,1.0
118.0,5.0,1.0
118.0,24.0,1.0
118.0,16.0,1.0
119.0,3.0,7.0
119.0,11.0,1.0
119.0,21.0,2.0
119.0,12.0,1.0
119.0,0.0,3.0
119.0,10.0,3.0
119.0,29.0,1.0
119.0,4.0,3.0
119.0,25.0,3.0
119.0,2.0,3.0
119.0,17.0,1.0
119.0,6.0,1.0
120.0,21.0,1.0
120.0,12.0,3.0
120.0,4.0,2.0
120.0,2.0,2.0
120.0,3.0,5.0
120.0,19.0,1.0
120.0,8.0,1.0
120.0,5.0,1.0
120.0,11.0,1.0
120.0,16.0,1.0
121.0,3.0,2.0
121.0,30.0,1.0
121.0,0.0,2.0
121.0,10.0,3.0
121.0,21.0,2.0
121.0,5.0,2.0
121.0,11.0,8.0
121.0,4.0,8.0
121.0,2.0,10.0
121.0,25.0,4.0
121.0,16.0,2.0
122.0,3.0,9.0
122.0,10.0,3.0
122.0,9.0,3.0
122.0,21.0,4.0
122.0,14.0,1.0
122.0,16.0,1.0
122.0,8.0,1.0
122.0,26.0,1.0
122.0,11.0,1.0
123.0,26.0,2.0
123.0,10.0,2.0
123.0,21.0,3.0
123.0,18.0,3.0
123.0,3.0,5.0
123.0,14.0,1.0
123.0,22.0,1.0
123.0,5.0,2.0
123.0,11.0,1.0
123.0,30.0,2.0
123.0,0.0,1.0
124.0,25.0,2.0
124.0,14.0,2.0
124.0,16.0,2.0
124.0,3.0,6.0
124.0,0.0,3.0
124.0,21.0,1.0
124.0,22.0,1.0
124.0,5.0,2.0
124.0,11.0,2.0
124.0,2.0,3.0
124.0,4.0,1.0
124.0,6.0,1.0
124.0,10.0,2.0
125.0,3.0,8.0
125.0,21.0,4.0
125.0,18.0,1.0
125.0,14.0,2.0
125.0,16.0,3.0
125.0,13.0,1.0
125.0,11.0,1.0
125.0,10.0,1.0
125.0,0.0,1.0
125.0,25.0,1.0
126.0,10.0,1.0
126.0,21.0,3.0
126.0,3.0,6.0
126.0,14.0,3.0
126.0,22.0,1.0
126.0,4.0,5.0
126.0,16.0,1.0
126.0,25.0,3.0
126.0,20.0,1.0
126.0,8.0,1.0
126.0,5.0,2.0
126.0,11.0,2.0
126.0,2.0,2.0
127.0,3.0,9.0
127.0,7.0,1.0
127.0,25.0,1.0
127.0,16.0,3.0
127.0,10.0,4.0
127.0,18.0,2.0
127.0,28.0,2.0
127.0,4.0,2.0
127.0,14.0,1.0
128.0,10.0,4.0
128.0,14.0,1.0
128.0,16.0,1.0
128.0,3.0,8.0
128.0,12.0,1.0
128.0,21.0,2.0
128.0,4.0,4.0
128.0,7.0,1.0
128.0,17.0,1.0
128.0,25.0,2.0
128.0,2.0,1.0
129.0,3.0,3.0
129.0,10.0,1.0
129.0,0.0,1.0
130.0,3.0,4.0
130.0,4.0,2.0
130.0,22.0,2.0
130.0,10.0,2.0
131.0,3.0,8.0
131.0,12.0,1.0
131.0,4.0,4.0
131.0,25.0,5.0
131.0,2.0,2.0
131.0,10.0,8.0
131.0,11.0,2.0
131.0,20.0,1.0
131.0,21.0,2.0
131.0,14.0,2.0
132.0,3.0,6.0
132.0,14.0,3.0
132.0,16.0,2.0
132.0,5.0,6.0
132.0,11.0,1.0
132.0,22.0,1.0
132.0,10.0,5.0
133.0,4.0,2.0
133.0,5.0,2.0
134.0,21.0,2.0
134.0,5.0,2.0
135.0,14.0,2.0
135.0,16.0,2.0
135.0,13.0,2.0
135.0,25.0,1.0
135.0,20.0,1.0
135.0,3.0,5.0
135.0,2.0,2.0
135.0,10.0,4.0
135.0,4.0,4.0
135.0,11.0,2.0
135.0,22.0,2.0
135.0,19.0,1.0
135.0,8.0,1.0
136.0,23.0,3.0
136.0,11.0,4.0
136.0,2.0,4.0
136.0,3.0,3.0
136.0,0.0,1.0
136.0,7.0,1.0
136.0,10.0,2.0
136.0,4.0,4.0
136.0,25.0,3.0
136.0,14.0,1.0
137.0,4.0,2.0
137.0,22.0,3.0
137.0,3.0,1.0
137.0,10.0,4.0
137.0,14.0,2.0
137.0,13.0,2.0
137.0,5.0,2.0
137.0,11.0,2.0
138.0,10.0,2.0
138.0,14.0,3.0
138.0,16.0,2.0
138.0,3.0,4.0
138.0,22.0,1.0
138.0,4.0,2.0
138.0,11.0,1.0
138.0,2.0,1.0
138.0,25.0,1.0
138.0,12.0,1.0
138.0,19.0,1.0
138.0,21.0,1.0
139.0,10.0,3.0
139.0,5.0,1.0
139.0,12.0,1.0
139.0,26.0,4.0
139.0,3.0,3.0
139.0,18.0,2.0
139.0,17.0,3.0
139.0,22.0,1.0
139.0,4.0,1.0
139.0,2.0,1.0
140.0,26.0,1.0
140.0,3.0,5.0
140.0,0.0,1.0
140.0,7.0,1.0
140.0,4.0,5.0
140.0,16.0,2.0
140.0,2.0,2.0
140.0,22.0,1.0
140.0,14.0,3.0
140.0,12.0,1.0
140.0,5.0,1.0
140.0,11.0,1.0
140.0,25.0,1.0
141.0,3.0,7.0
141.0,21.0,2.0
141.0,25.0,1.0
141.0,14.0,3.0
141.0,17.0,1.0
141.0,13.0,1.0
141.0,16.0,1.0
141.0,10.0,2.0
141.0,12.0,1.0
141.0,0.0,1.0
141.0,4.0,2.0
141.0,11.0,1.0
142.0,3.0,5.0
142.0,10.0,6.0
142.0,21.0,1.0
142.0,25.0,1.0
142.0,24.0,1.0
142.0,19.0,1.0
142.0,8.0,1.0
142.0,17.0,1.0
142.0,16.0,3.0
142.0,22.0,3.0
142.0,31.0,1.0
143.0,3.0,5.0
143.0,16.0,3.0
143.0,7.0,2.0
143.0,4.0,2.0
143.0,22.0,2.0
143.0,25.0,1.0
143.0,14.0,2.0
143.0,11.0,2.0
143.0,2.0,1.0
143.0,21.0,2.0
143.0,5.0,1.0
143.0,24.0,1.0
144.0,4.0,7.0
144.0,25.0,4.0
144.0,2.0,6.0
144.0,11.0,1.0
144.0,3.0,1.0
144.0,18.0,1.0
144.0,0.0,1.0
144.0,14.0,1.0
144.0,16.0,2.0
144.0,13.0,1.0
144.0,22.0,1.0
145.0,25.0,5.0
145.0,14.0,3.0
145.0,16.0,3.0
145.0,20.0,1.0
145.0,21.0,2.0
145.0,5.0,2.0
145.0,11.0,2.0
145.0,4.0,5.0
145.0,3.0,7.0
145.0,10.0,3.0
145.0,2.0,3.0
145.0,22.0,2.0
146.0,5.0,6.0
146.0,11.0,3.0
146.0,2.0,3.0
146.0,3.0,1.0
146.0,12.0,1.0
146.0,14.0,3.0
146.0,10.0,1.0
146.0,24.0,1.0
146.0,27.0,1.0
146.0,22.0,1.0
146.0,4.0,2.0
146.0,25.0,2.0
146.0,16.0,2.0
147.0,21.0,2.0
147.0,5.0,2.0
147.0,11.0,2.0
147.0,4.0,2.0
147.0,25.0,2.0
147.0,2.0,2.0
147.0,3.0,1.0
147.0,10.0,1.0
147.0,0.0,1.0
147.0,14.0,2.0
147.0,16.0,2.0
148.0,3.0,7.0
148.0,25.0,3.0
148.0,5.0,4.0
148.0,11.0,4.0
148.0,10.0,3.0
148.0,14.0,2.0
148.0,4.0,1.0
148.0,2.0,1.0
148.0,12.0,2.0
148.0,22.0,2.0
148.0,20.0,1.0
149.0,3.0,2.0
149.0,9.0,2.0
149.0,25.0,1.0
149.0,20.0,1.0
150.0,3.0,4.0
150.0,6.0,1.0
150.0,10.0,2.0
150.0,23.0,3.0
150.0,21.0,2.0
150.0,11.0,1.0
150.0,14.0,1.0
150.0,2.0,1.0
150.0,30.0,1.0
150.0,26.0,1.0
151.0,10.0,1.0
151.0,14.0,3.0
151.0,16.0,2.0
151.0,25.0,2.0
151.0,3.0,3.0
151.0,5.0,6.0
151.0,4.0,3.0
151.0,20.0,1.0
151.0,21.0,2.0
151.0,11.0,2.0
151.0,22.0,1.0
152.0,3.0,3.0
152.0,21.0,2.0
152.0,10.0,4.0
152.0,26.0,4.0
152.0,4.0,1.0
152.0,2.0,1.0
152.0,14.0,1.0
153.0,4.0,4.0
153.0,5.0,4.0
153.0,16.0,2.0
153.0,2.0,2.0
153.0,3.0,3.0
153.0,10.0,7.0
153.0,11.0,4.0
153.0,12.0,1.0
153.0,14.0,1.0
153.0,22.0,1.0
154.0,3.0,8.0
154.0,9.0,2.0
154.0,0.0,6.0
154.0,30.0,2.0
154.0,5.0,2.0
154.0,11.0,2.0
154.0,2.0,2.0
154.0,21.0,2.0
154.0,7.0,1.0
154.0,22.0,1.0
155.0,5.0,5.0
155.0,3.0,1.0
155.0,4.0,4.0
155.0,25.0,3.0
155.0,16.0,1.0
155.0,10.0,2.0
155.0,17.0,1.0
155.0,21.0,1.0
155.0,2.0,2.0
155.0,11.0,1.0
156.0,3.0,8.0
156.0,11.0,1.0
156.0,16.0,5.0
156.0,13.0,5.0
156.0,14.0,1.0
156.0,10.0,2.0
156.0,4.0,3.0
156.0,7.0,2.0
156.0,20.0,2.0
156.0,22.0,3.0
156.0,17.0,1.0
157.0,3.0,3.0
157.0,4.0,1.0
157.0,22.0,1.0
157.0,10.0,2.0
158.0,3.0,7.0
158.0,10.0,3.0
158.0,8.0,1.0
158.0,21.0,2.0
158.0,0.0,1.0
158.0,14.0,1.0
158.0,22.0,1.0
158.0,12.0,1.0
158.0,4.0,1.0
158.0,25.0,1.0
158.0,16.0,1.0
158.0,11.0,1.0
159.0,3.0,8.0
159.0,10.0,4.0
159.0,21.0,2.0
159.0,29.0,2.0
159.0,4.0,3.0
159.0,25.0,3.0
159.0,2.0,3.0
160.0,10.0,2.0
160.0,4.0,4.0
160.0,25.0,3.0
160.0,3.0,2.0
160.0,27.0,1.0
160.0,13.0,1.0
160.0,11.0,2.0
160.0,2.0,2.0
161.0,10.0,5.0
161.0,5.0,7.0
161.0,12.0,1.0
161.0,3.0,4.0
161.0,0.0,2.0
161.0,22.0,2.0
161.0,4.0,12.0
161.0,16.0,4.0
161.0,2.0,4.0
161.0,11.0,4.0
161.0,14.0,2.0
161.0,25.0,4.0
162.0,21.0,2.0
162.0,5.0,2.0
162.0,10.0,2.0
162.0,4.0,2.0
162.0,22.0,2.0
163.0,25.0,6.0
163.0,20.0,3.0
163.0,3.0,6.0
163.0,10.0,5.0
163.0,21.0,2.0
163.0,4.0,9.0
163.0,14.0,2.0
163.0,16.0,2.0
163.0,2.0,5.0
163.0,11.0,3.0
163.0,5.0,1.0
164.0,10.0,2.0
165.0,4.0,5.0
165.0,11.0,2.0
165.0,2.0,3.0
165.0,25.0,7.0
165.0,3.0,2.0
165.0,16.0,2.0
165.0,20.0,1.0
165.0,10.0,1.0
165.0,17.0,1.0
166.0,30.0,1.0
166.0,23.0,5.0
166.0,3.0,2.0
166.0,21.0,2.0
166.0,11.0,1.0
166.0,12.0,1.0
166.0,27.0,1.0
167.0,3.0,4.0
167.0,21.0,6.0
167.0,4.0,2.0
167.0,5.0,4.0
167.0,11.0,2.0
167.0,10.0,2.0
167.0,16.0,1.0
167.0,22.0,1.0
167.0,12.0,1.0
167.0,2.0,1.0
168.0,3.0,7.0
168.0,12.0,3.0
168.0,10.0,3.0
168.0,21.0,4.0
168.0,14.0,2.0
168.0,16.0,2.0
168.0,11.0,1.0
168.0,4.0,1.0
169.0,5.0,2.0
169.0,18.0,2.0
169.0,12.0,2.0
170.0,4.0,7.0
170.0,16.0,6.0
170.0,22.0,3.0
170.0,25.0,6.0
170.0,20.0,1.0
170.0,2.0,2.0
170.0,3.0,2.0
170.0,13.0,1.0
170.0,11.0,1.0
170.0,14.0,2.0
171.0,3.0,9.0
171.0,14.0,2.0
171.0,22.0,1.0
171.0,30.0,1.0
171.0,0.0,2.0
171.0,5.0,2.0
171.0,11.0,2.0
171.0,12.0,1.0
171.0,9.0,1.0
171.0,10.0,1.0
172.0,7.0,1.0
172.0,17.0,1.0
172.0,3.0,5.0
172.0,21.0,2.0
172.0,11.0,1.0
172.0,12.0,1.0
172.0,25.0,2.0
172.0,14.0,2.0
172.0,4.0,1.0
172.0,2.0,1.0
172.0,22.0,1.0
173.0,3.0,4.0
173.0,22.0,2.0
173.0,21.0,2.0
173.0,11.0,1.0
173.0,10.0,1.0
173.0,2.0,1.0
173.0,25.0,1.0
174.0,14.0,7.0
174.0,16.0,8.0
174.0,3.0,8.0
174.0,10.0,2.0
174.0,4.0,6.0
174.0,22.0,3.0
174.0,13.0,3.0
175.0,3.0,8.0
175.0,6.0,1.0
175.0,10.0,7.0
175.0,21.0,3.0
175.0,7.0,1.0
175.0,14.0,1.0
175.0,16.0,2.0
176.0,3.0,7.0
176.0,10.0,8.0
176.0,5.0,2.0
176.0,11.0,3.0
176.0,4.0,3.0
176.0,2.0,3.0
176.0,25.0,4.0
176.0,21.0,1.0
176.0,8.0,1.0
176.0,14.0,2.0
176.0,13.0,2.0
176.0,6.0,1.0
177.0,10.0,7.0
177.0,4.0,4.0
177.0,5.0,2.0
177.0,22.0,2.0
177.0,3.0,5.0
177.0,29.0,2.0
177.0,12.0,1.0
177.0,7.0,1.0
177.0,17.0,1.0
177.0,21.0,1.0
178.0,5.0,7.0
178.0,11.0,5.0
178.0,4.0,4.0
178.0,25.0,5.0
178.0,2.0,3.0
178.0,3.0,2.0
178.0,10.0,2.0
178.0,20.0,1.0
178.0,21.0,2.0
179.0,3.0,9.0
179.0,21.0,3.0
179.0,12.0,1.0
179.0,14.0,4.0
179.0,5.0,2.0
179.0,11.0,2.0
179.0,16.0,6.0
179.0,18.0,2.0
179.0,4.0,1.0
179.0,25.0,1.0
179.0,2.0,1.0
179.0,13.0,2.0
180.0,3.0,7.0
180.0,7.0,2.0
180.0,4.0,2.0
180.0,0.0,1.0
180.0,24.0,1.0
180.0,14.0,2.0
180.0,16.0,2.0
180.0,10.0,1.0
181.0,4.0,2.0
181.0,7.0,1.0
181.0,17.0,1.0
181.0,3.0,5.0
181.0,10.0,1.0
181.0,0.0,1.0
181.0,25.0,3.0
181.0,2.0,3.0
181.0,16.0,1.0
181.0,20.0,1.0
181.0,26.0,1.0
181.0,21.0,1.0
181.0,12.0,1.0
182.0,21.0,2.0
182.0,5.0,3.0
182.0,10.0,1.0
182.0,30.0,1.0
183.0,3.0,3.0
183.0,10.0,2.0
183.0,4.0,1.0
183.0,14.0,1.0
183.0,21.0,1.0
183.0,26.0,1.0
183.0,30.0,1.0
184.0,3.0,2.0
184.0,21.0,2.0
185.0,3.0,9.0
185.0,11.0,2.0
185.0,8.0,3.0
185.0,4.0,2.0
185.0,0.0,3.0
185.0,14.0,3.0
185.0,7.0,3.0
185.0,17.0,1.0
185.0,16.0,2.0
185.0,10.0,1.0
186.0,3.0,6.0
186.0,24.0,1.0
186.0,26.0,2.0
186.0,14.0,1.0
186.0,22.0,1.0
186.0,9.0,2.0
186.0,21.0,1.0
187.0,21.0,2.0
187.0,10.0,2.0
187.0,26.0,1.0
187.0,19.0,1.0
187.0,8.0,1.0
187.0,3.0,3.0
187.0,4.0,1.0
187.0,14.0,1.0
187.0,2.0,1.0
187.0,12.0,1.0
188.0,3.0,4.0
188.0,22.0,1.0
188.0,16.0,1.0
188.0,13.0,2.0
188.0,4.0,5.0
188.0,25.0,7.0
188.0,2.0,4.0
188.0,0.0,2.0
188.0,17.0,3.0
188.0,14.0,1.0
189.0,3.0,5.0
189.0,6.0,1.0
189.0,10.0,3.0
189.0,7.0,1.0
189.0,4.0,4.0
189.0,21.0,2.0
189.0,14.0,2.0
189.0,12.0,2.0
189.0,16.0,3.0
189.0,22.0,2.0
189.0,11.0,1.0
189.0,25.0,2.0
190.0,10.0,4.0
190.0,21.0,2.0
190.0,11.0,1.0
190.0,3.0,3.0
190.0,14.0,1.0
190.0,22.0,1.0
190.0,30.0,1.0
190.0,0.0,1.0
191.0,4.0,2.0
191.0,25.0,2.0
191.0,2.0,2.0
191.0,3.0,6.0
191.0,10.0,4.0
191.0,12.0,2.0
191.0,22.0,2.0
192.0,4.0,2.0
192.0,11.0,1.0
192.0,2.0,1.0
192.0,10.0,3.0
192.0,13.0,2.0
192.0,21.0,1.0
192.0,3.0,4.0
192.0,29.0,1.0
193.0,4.0,5.0
193.0,11.0,1.0
193.0,2.0,3.0
193.0,3.0,1.0
193.0,14.0,6.0
193.0,16.0,4.0
193.0,25.0,8.0
193.0,5.0,4.0
193.0,20.0,1.0
193.0,22.0,2.0
194.0,10.0,4.0
194.0,14.0,1.0
194.0,16.0,1.0
194.0,3.0,7.0
194.0,6.0,1.0
194.0,2.0,2.0
194.0,4.0,2.0
194.0,25.0,2.0
194.0,5.0,4.0
194.0,11.0,1.0
194.0,12.0,3.0
194.0,22.0,2.0
194.0,30.0,1.0
194.0,0.0,2.0
194.0,24.0,1.0
195.0,14.0,2.0
195.0,16.0,2.0
196.0,4.0,5.0
196.0,25.0,3.0
196.0,14.0,1.0
196.0,13.0,4.0
196.0,3.0,3.0
196.0,10.0,3.0
196.0,21.0,1.0
196.0,5.0,3.0
196.0,11.0,3.0
197.0,10.0,4.0
197.0,13.0,1.0
197.0,22.0,2.0
197.0,3.0,6.0
197.0,14.0,4.0
197.0,16.0,3.0
197.0,21.0,2.0
197.0,25.0,1.0
197.0,4.0,1.0
197.0,0.0,1.0
198.0,4.0,7.0
198.0,25.0,7.0
198.0,2.0,4.0
198.0,3.0,3.0
198.0,14.0,1.0
198.0,16.0,1.0
198.0,20.0,1.0
198.0,5.0,3.0
198.0,0.0,1.0
198.0,7.0,1.0
198.0,11.0,1.0
198.0,13.0,1.0
199.0,5.0,2.0
199.0,11.0,2.0
199.0,2.0,2.0
200.0,3.0,2.0
200.0,12.0,1.0
200.0,21.0,3.0
200.0,5.0,3.0
200.0,10.0,1.0
200.0,4.0,7.0
200.0,25.0,7.0
200.0,11.0,3.0
200.0,2.0,4.0
201.0,3.0,7.0
201.0,16.0,4.0
201.0,7.0,2.0
201.0,12.0,1.0
201.0,9.0,2.0
201.0,19.0,1.0
201.0,8.0,1.0
201.0,4.0,3.0
201.0,25.0,3.0
201.0,2.0,3.0
201.0,26.0,1.0
201.0,24.0,1.0
201.0,18.0,2.0
202.0,4.0,6.0
202.0,11.0,1.0
202.0,2.0,6.0
202.0,25.0,9.0
202.0,14.0,1.0
202.0,16.0,1.0
202.0,3.0,1.0
202.0,10.0,3.0
202.0,0.0,1.0
202.0,20.0,1.0
202.0,5.0,2.0
202.0,18.0,2.0
202.0,12.0,2.0
203.0,10.0,3.0
203.0,14.0,1.0
203.0,16.0,1.0
203.0,4.0,4.0
203.0,11.0,4.0
203.0,2.0,5.0
203.0,5.0,4.0
203.0,18.0,1.0
203.0,25.0,3.0
203.0,3.0,3.0
203.0,0.0,1.0
204.0,4.0,3.0
204.0,22.0,3.0
204.0,10.0,5.0
204.0,21.0,1.0
204.0,3.0,6.0
204.0,0.0,1.0
204.0,2.0,1.0
204.0,25.0,1.0
204.0,20.0,1.0
205.0,3.0,3.0
205.0,6.0,1.0
205.0,10.0,6.0
205.0,21.0,3.0
205.0,11.0,2.0
205.0,24.0,1.0
205.0,4.0,3.0
205.0,2.0,1.0
205.0,22.0,2.0
205.0,5.0,1.0
205.0,12.0,1.0
206.0,4.0,2.0
206.0,11.0,2.0
206.0,2.0,2.0
206.0,25.0,3.0
206.0,20.0,1.0
206.0,10.0,6.0
206.0,3.0,5.0
206.0,14.0,1.0
206.0,16.0,1.0
206.0,22.0,1.0
206.0,28.0,1.0
207.0,3.0,4.0
207.0,14.0,3.0
207.0,22.0,5.0
207.0,16.0,3.0
207.0,13.0,2.0
207.0,10.0,2.0
207.0,4.0,2.0
207.0,25.0,1.0
207.0,5.0,1.0
208.0,16.0,3.0
208.0,3.0,5.0
208.0,10.0,2.0
208.0,0.0,1.0
208.0,11.0,2.0
208.0,2.0,2.0
208.0,25.0,1.0
208.0,14.0,2.0
208.0,4.0,1.0
209.0,4.0,4.0
209.0,11.0,1.0
209.0,2.0,4.0
209.0,3.0,5.0
209.0,14.0,1.0
209.0,22.0,1.0
