u_index,tag_id,weight
304.0,5.0,2.0
304.0,11.0,2.0
304.0,0.0,1.0
305.0,4.0,5.0
305.0,25.0,5.0
305.0,2.0,1.0
305.0,14.0,9.0
305.0,16.0,7.0
305.0,13.0,6.0
305.0,3.0,3.0
305.0,11.0,3.0
306.0,3.0,7.0
306.0,12.0,3.0
306.0,5.0,4.0
306.0,24.0,1.0
306.0,10.0,4.0
306.0,2.0,2.0
306.0,21.0,1.0
306.0,11.0,1.0
306.0,0.0,1.0
307.0,10.0,5.0
307.0,3.0,6.0
307.0,21.0,3.0
307.0,7.0,1.0
307.0,22.0,2.0
307.0,25.0,2.0
307.0,0.0,1.0
307.0,4.0,1.0
308.0,21.0,2.0
308.0,5.0,2.0
308.0,4.0,3.0
308.0,25.0,3.0
308.0,11.0,3.0
308.0,3.0,2.0
308.0,10.0,2.0
309.0,3.0,6.0
309.0,21.0,4.0
309.0,30.0,2.0
309.0,10.0,2.0
309.0,22.0,2.0
309.0,25.0,1.0
309.0,14.0,4.0
309.0,16.0,4.0
309.0,4.0,2.0
309.0,11.0,1.0
310.0,10.0,8.0
310.0,21.0,4.0
310.0,23.0,2.0
310.0,30.0,1.0
310.0,18.0,1.0
310.0,3.0,6.0
310.0,5.0,2.0
310.0,11.0,2.0
311.0,25.0,5.0
311.0,20.0,1.0
311.0,10.0,8.0
311.0,21.0,1.0
311.0,2.0,5.0
311.0,5.0,2.0
311.0,11.0,3.0
311.0,4.0,5.0
311.0,3.0,2.0
311.0,14.0,1.0
312.0,3.0,13.0
312.0,6.0,1.0
312.0,10.0,11.0
312.0,21.0,2.0
312.0,14.0,5.0
312.0,4.0,4.0
312.0,22.0,2.0
313.0,3.0,7.0
313.0,22.0,2.0
313.0,28.0,1.0
313.0,10.0,1.0
313.0,16.0,2.0
313.0,25.0,1.0
313.0,14.0,1.0
314.0,3.0,5.0
314.0,25.0,3.0
314.0,16.0,3.0
314.0,10.0,1.0
314.0,5.0,1.0
314.0,11.0,2.0
314.0,4.0,3.0
314.0,21.0,1.0
314.0,17.0,2.0
314.0,2.0,2.0
314.0,22.0,1.0
314.0,7.0,1.0
315.0,14.0,2.0
315.0,16.0,2.0
315.0,21.0,1.0
315.0,12.0,1.0
315.0,3.0,6.0
315.0,30.0,1.0
315.0,0.0,1.0
315.0,17.0,1.0
315.0,22.0,1.0
315.0,4.0,3.0
315.0,25.0,2.0
315.0,5.0,2.0
315.0,11.0,1.0
315.0,2.0,1.0
315.0,10.0,2.0
316.0,25.0,1.0
316.0,20.0,1.0
316.0,21.0,2.0
316.0,5.0,3.0
316.0,11.0,3.0
316.0,10.0,5.0
316.0,12.0,1.0
316.0,3.0,4.0
316.0,4.0,3.0
317.0,3.0,6.0
317.0,10.0,5.0
317.0,0.0,1.0
317.0,25.0,3.0
317.0,20.0,1.0
317.0,4.0,4.0
317.0,22.0,2.0
317.0,14.0,4.0
317.0,16.0,2.0
317.0,23.0,1.0
318.0,3.0,6.0
318.0,6.0,1.0
318.0,10.0,2.0
318.0,12.0,2.0
318.0,22.0,3.0
318.0,14.0,1.0
318.0,11.0,1.0
318.0,2.0,1.0
318.0,16.0,1.0
319.0,3.0,6.0
319.0,25.0,2.0
319.0,12.0,1.0
319.0,10.0,3.0
319.0,14.0,2.0
319.0,13.0,1.0
319.0,22.0,1.0
319.0,16.0,1.0
319.0,18.0,2.0
319.0,28.0,2.0
320.0,11.0,5.0
320.0,2.0,2.0
320.0,3.0,1.0
320.0,6.0,1.0
320.0,10.0,6.0
320.0,25.0,2.0
320.0,20.0,1.0
320.0,5.0,3.0
320.0,24.0,1.0
320.0,17.0,1.0
320.0,4.0,3.0
320.0,14.0,1.0
321.0,10.0,1.0
321.0,5.0,5.0
321.0,11.0,3.0
321.0,2.0,2.0
321.0,4.0,2.0
322.0,21.0,3.0
322.0,3.0,10.0
322.0,10.0,8.0
322.0,4.0,4.0
322.0,14.0,4.0
322.0,22.0,2.0
322.0,25.0,2.0
322.0,16.0,2.0
322.0,5.0,2.0
322.0,11.0,2.0
323.0,10.0,1.0
323.0,14.0,1.0
323.0,16.0,1.0
323.0,4.0,3.0
323.0,22.0,1.0
323.0,11.0,1.0
323.0,2.0,2.0
323.0,23.0,3.0
323.0,3.0,1.0
323.0,21.0,1.0
323.0,25.0,1.0
324.0,3.0,8.0
324.0,4.0,2.0
324.0,25.0,2.0
324.0,2.0,2.0
324.0,19.0,1.0
324.0,8.0,1.0
324.0,10.0,2.0
324.0,0.0,1.0
324.0,27.0,1.0
324.0,12.0,1.0
324.0,13.0,1.0
324.0,11.0,3.0
325.0,3.0,7.0
325.0,14.0,6.0
325.0,22.0,2.0
325.0,10.0,3.0
325.0,16.0,4.0
325.0,25.0,1.0
325.0,4.0,1.0
326.0,10.0,2.0
326.0,25.0,2.0
326.0,3.0,4.0
326.0,14.0,1.0
326.0,4.0,5.0
326.0,22.0,2.0
326.0,16.0,1.0
326.0,17.0,1.0
326.0,21.0,1.0
327.0,3.0,5.0
327.0,12.0,2.0
327.0,10.0,3.0
327.0,0.0,1.0
327.0,21.0,1.0
327.0,11.0,1.0
327.0,4.0,5.0
327.0,16.0,1.0
327.0,25.0,5.0
327.0,20.0,1.0
327.0,2.0,4.0
328.0,10.0,6.0
328.0,21.0,4.0
328.0,11.0,2.0
328.0,3.0,7.0
328.0,4.0,2.0
328.0,2.0,1.0
328.0,7.0,1.0
328.0,17.0,1.0
328.0,14.0,1.0
329.0,3.0,8.0
329.0,14.0,2.0
329.0,22.0,4.0
329.0,10.0,1.0
329.0,4.0,2.0
329.0,11.0,2.0
329.0,2.0,1.0
329.0,21.0,2.0
329.0,16.0,1.0
330.0,4.0,9.0
330.0,11.0,1.0
330.0,2.0,5.0
330.0,25.0,7.0
330.0,3.0,4.0
330.0,30.0,2.0
330.0,0.0,1.0
330.0,14.0,1.0
330.0,22.0,3.0
330.0,10.0,2.0
331.0,4.0,3.0
331.0,11.0,5.0
331.0,2.0,4.0
331.0,3.0,5.0
331.0,30.0,1.0
331.0,0.0,2.0
331.0,5.0,5.0
331.0,25.0,1.0
331.0,24.0,2.0
331.0,12.0,1.0
331.0,22.0,1.0
331.0,10.0,1.0
332.0,10.0,1.0
332.0,14.0,3.0
332.0,16.0,2.0
332.0,3.0,4.0
332.0,22.0,1.0
332.0,21.0,2.0
332.0,25.0,1.0
332.0,30.0,1.0
332.0,0.0,1.0
333.0,3.0,2.0
333.0,10.0,2.0
333.0,7.0,1.0
333.0,17.0,1.0
334.0,3.0,7.0
334.0,18.0,1.0
334.0,10.0,1.0
334.0,21.0,1.0
334.0,12.0,2.0
334.0,7.0,1.0
334.0,0.0,1.0
334.0,4.0,2.0
334.0,25.0,2.0
334.0,2.0,2.0
335.0,3.0,5.0
335.0,14.0,3.0
335.0,22.0,1.0
335.0,10.0,3.0
335.0,21.0,1.0
335.0,9.0,1.0
335.0,0.0,1.0
335.0,30.0,1.0
335.0,5.0,4.0
335.0,4.0,3.0
336.0,21.0,4.0
336.0,3.0,6.0
336.0,4.0,1.0
336.0,22.0,3.0
336.0,10.0,5.0
336.0,25.0,2.0
336.0,18.0,1.0
336.0,8.0,1.0
336.0,14.0,3.0
336.0,16.0,1.0
337.0,3.0,8.0
337.0,16.0,3.0
337.0,7.0,2.0
337.0,21.0,3.0
338.0,4.0,6.0
338.0,25.0,1.0
338.0,3.0,4.0
338.0,13.0,1.0
338.0,11.0,7.0
338.0,16.0,1.0
338.0,10.0,4.0
338.0,14.0,2.0
338.0,22.0,2.0
338.0,2.0,2.0
339.0,3.0,4.0
339.0,6.0,1.0
339.0,10.0,4.0
339.0,12.0,1.0
339.0,25.0,4.0
339.0,14.0,1.0
339.0,16.0,1.0
339.0,5.0,2.0
339.0,2.0,2.0
339.0,23.0,1.0
339.0,0.0,1.0
339.0,4.0,1.0
339.0,7.0,1.0
339.0,8.0,1.0
340.0,3.0,7.0
340.0,21.0,3.0
340.0,17.0,1.0
340.0,11.0,2.0
340.0,2.0,2.0
340.0,22.0,1.0
340.0,6.0,1.0
340.0,10.0,6.0
340.0,25.0,3.0
340.0,20.0,1.0
340.0,0.0,1.0
340.0,7.0,1.0
340.0,4.0,2.0
340.0,12.0,1.0
341.0,4.0,6.0
341.0,25.0,4.0
341.0,2.0,2.0
341.0,3.0,6.0
341.0,10.0,4.0
341.0,13.0,2.0
341.0,8.0,3.0
341.0,7.0,1.0
341.0,14.0,1.0
341.0,22.0,1.0
342.0,3.0,7.0
342.0,25.0,3.0
342.0,2.0,2.0
342.0,14.0,4.0
342.0,22.0,1.0
342.0,26.0,1.0
342.0,16.0,1.0
342.0,20.0,1.0
342.0,4.0,1.0
343.0,3.0,3.0
343.0,16.0,2.0
343.0,20.0,2.0
343.0,21.0,4.0
343.0,5.0,5.0
343.0,11.0,2.0
343.0,12.0,2.0
343.0,1.0,1.0
343.0,10.0,3.0
343.0,30.0,1.0
343.0,14.0,1.0
343.0,13.0,1.0
343.0,25.0,3.0
344.0,3.0,10.0
344.0,10.0,4.0
344.0,4.0,1.0
344.0,7.0,1.0
344.0,25.0,1.0
344.0,16.0,1.0
344.0,5.0,2.0
344.0,11.0,3.0
344.0,21.0,4.0
344.0,0.0,1.0
344.0,8.0,1.0
345.0,3.0,2.0
345.0,21.0,2.0
345.0,30.0,2.0
345.0,4.0,4.0
345.0,25.0,3.0
345.0,2.0,4.0
345.0,20.0,1.0
345.0,11.0,2.0
346.0,3.0,6.0
346.0,21.0,5.0
346.0,17.0,2.0
346.0,4.0,1.0
346.0,11.0,2.0
346.0,7.0,1.0
346.0,8.0,2.0
346.0,10.0,2.0
346.0,12.0,1.0
347.0,3.0,9.0
347.0,22.0,2.0
347.0,10.0,2.0
347.0,4.0,3.0
347.0,21.0,3.0
347.0,7.0,1.0
347.0,11.0,1.0
347.0,14.0,3.0
348.0,3.0,5.0
348.0,6.0,1.0
348.0,10.0,2.0
348.0,21.0,2.0
348.0,5.0,4.0
348.0,11.0,4.0
348.0,4.0,12.0
348.0,25.0,4.0
348.0,2.0,6.0
348.0,14.0,2.0
348.0,19.0,2.0
348.0,16.0,2.0
349.0,14.0,7.0
349.0,13.0,4.0
349.0,16.0,3.0
349.0,10.0,4.0
349.0,4.0,2.0
349.0,2.0,2.0
349.0,3.0,5.0
349.0,0.0,2.0
349.0,7.0,2.0
349.0,25.0,2.0
349.0,22.0,2.0
349.0,11.0,1.0
349.0,5.0,2.0
350.0,3.0,10.0
350.0,10.0,8.0
350.0,0.0,1.0
350.0,4.0,4.0
350.0,25.0,2.0
350.0,2.0,2.0
350.0,9.0,2.0
350.0,22.0,2.0
350.0,21.0,1.0
350.0,12.0,1.0
351.0,3.0,7.0
351.0,14.0,4.0
351.0,22.0,2.0
351.0,23.0,1.0
351.0,10.0,4.0
351.0,16.0,2.0
351.0,9.0,2.0
351.0,12.0,2.0
351.0,25.0,1.0
351.0,21.0,1.0
351.0,0.0,1.0
352.0,4.0,5.0
352.0,25.0,3.0
352.0,2.0,2.0
352.0,10.0,5.0
352.0,22.0,2.0
352.0,3.0,5.0
352.0,0.0,1.0
352.0,28.0,1.0
353.0,3.0,4.0
353.0,5.0,6.0
353.0,11.0,1.0
353.0,14.0,2.0
353.0,22.0,1.0
353.0,10.0,4.0
353.0,21.0,3.0
353.0,30.0,1.0
353.0,0.0,1.0
354.0,26.0,3.0
354.0,0.0,1.0
354.0,29.0,1.0
354.0,3.0,5.0
354.0,21.0,2.0
354.0,14.0,2.0
354.0,10.0,6.0
354.0,25.0,3.0
354.0,4.0,3.0
354.0,11.0,2.0
354.0,2.0,1.0
355.0,3.0,4.0
355.0,10.0,3.0
355.0,0.0,2.0
355.0,4.0,4.0
355.0,25.0,5.0
355.0,13.0,2.0
355.0,22.0,2.0
355.0,20.0,1.0
355.0,18.0,2.0
355.0,28.0,2.0
355.0,30.0,1.0
356.0,3.0,4.0
356.0,10.0,4.0
356.0,16.0,3.0
356.0,22.0,1.0
356.0,30.0,1.0
356.0,18.0,1.0
356.0,23.0,2.0
356.0,14.0,2.0
356.0,21.0,2.0
356.0,24.0,1.0
357.0,4.0,11.0
357.0,22.0,2.0
357.0,21.0,3.0
357.0,25.0,5.0
357.0,20.0,1.0
357.0,5.0,4.0
357.0,11.0,4.0
357.0,2.0,4.0
357.0,3.0,4.0
358.0,3.0,1.0
358.0,12.0,1.0
358.0,21.0,2.0
358.0,5.0,2.0
358.0,11.0,4.0
358.0,10.0,2.0
358.0,4.0,2.0
359.0,4.0,1.0
359.0,22.0,2.0
359.0,3.0,8.0
359.0,14.0,2.0
359.0,25.0,1.0
359.0,16.0,1.0
359.0,21.0,1.0
359.0,11.0,3.0
359.0,10.0,2.0
359.0,9.0,2.0
360.0,5.0,4.0
360.0,11.0,1.0
360.0,25.0,1.0
360.0,14.0,1.0
360.0,16.0,2.0
360.0,3.0,4.0
360.0,21.0,1.0
360.0,4.0,1.0
360.0,28.0,1.0
360.0,10.0,2.0
360.0,2.0,2.0
360.0,26.0,1.0
361.0,3.0,6.0
361.0,21.0,6.0
361.0,15.0,1.0
361.0,14.0,2.0
361.0,22.0,2.0
361.0,9.0,1.0
361.0,10.0,3.0
361.0,5.0,1.0
361.0,11.0,2.0
362.0,3.0,7.0
362.0,21.0,1.0
362.0,25.0,3.0
362.0,22.0,1.0
362.0,10.0,5.0
362.0,9.0,2.0
362.0,12.0,1.0
362.0,0.0,1.0
362.0,14.0,2.0
362.0,16.0,2.0
362.0,4.0,2.0
362.0,2.0,2.0
363.0,3.0,2.0
363.0,21.0,2.0
364.0,3.0,4.0
364.0,21.0,4.0
364.0,9.0,1.0
364.0,25.0,5.0
364.0,2.0,3.0
364.0,4.0,4.0
364.0,17.0,1.0
364.0,10.0,1.0
364.0,5.0,2.0
364.0,11.0,2.0
364.0,14.0,1.0
364.0,16.0,1.0
364.0,22.0,1.0
365.0,3.0,7.0
365.0,21.0,2.0
365.0,9.0,1.0
365.0,10.0,5.0
365.0,11.0,3.0
365.0,4.0,3.0
365.0,5.0,2.0
365.0,2.0,1.0
365.0,19.0,2.0
365.0,12.0,2.0
366.0,5.0,4.0
366.0,7.0,1.0
366.0,17.0,1.0
366.0,10.0,2.0
366.0,2.0,1.0
366.0,3.0,4.0
366.0,12.0,2.0
366.0,22.0,2.0
366.0,24.0,2.0
366.0,11.0,1.0
367.0,3.0,8.0
367.0,21.0,4.0
367.0,10.0,5.0
367.0,0.0,1.0
367.0,14.0,1.0
367.0,22.0,1.0
367.0,29.0,1.0
367.0,8.0,2.0
367.0,7.0,1.0
367.0,4.0,2.0
367.0,25.0,2.0
367.0,16.0,2.0
368.0,4.0,9.0
368.0,16.0,4.0
368.0,2.0,6.0
368.0,10.0,2.0
368.0,3.0,6.0
368.0,21.0,1.0
368.0,9.0,1.0
368.0,22.0,2.0
368.0,14.0,3.0
369.0,3.0,6.0
369.0,9.0,1.0
369.0,0.0,1.0
369.0,14.0,2.0
369.0,22.0,4.0
369.0,21.0,3.0
369.0,10.0,1.0
370.0,10.0,3.0
370.0,4.0,1.0
370.0,5.0,5.0
370.0,1.0,2.0
370.0,11.0,1.0
370.0,2.0,2.0
370.0,3.0,1.0
370.0,14.0,2.0
370.0,22.0,1.0
370.0,24.0,1.0
370.0,30.0,1.0
370.0,18.0,1.0
370.0,23.0,1.0
371.0,4.0,4.0
371.0,25.0,4.0
371.0,2.0,4.0
371.0,3.0,2.0
371.0,10.0,2.0
372.0,3.0,4.0
372.0,10.0,3.0
372.0,4.0,4.0
372.0,22.0,2.0
372.0,5.0,2.0
372.0,14.0,2.0
372.0,16.0,2.0
372.0,25.0,1.0
372.0,26.0,2.0
373.0,16.0,6.0
373.0,13.0,6.0
373.0,21.0,2.0
373.0,3.0,4.0
373.0,9.0,1.0
373.0,10.0,1.0
373.0,12.0,1.0
373.0,2.0,1.0
373.0,14.0,3.0
374.0,10.0,1.0
374.0,21.0,2.0
374.0,25.0,1.0
374.0,14.0,1.0
374.0,22.0,1.0
374.0,15.0,3.0
374.0,3.0,3.0
374.0,16.0,1.0
374.0,17.0,1.0
374.0,4.0,1.0
374.0,0.0,1.0
375.0,3.0,7.0
375.0,7.0,1.0
375.0,8.0,1.0
375.0,10.0,4.0
375.0,4.0,7.0
375.0,16.0,2.0
375.0,2.0,4.0
375.0,11.0,3.0
375.0,28.0,1.0
375.0,17.0,1.0
375.0,21.0,1.0
375.0,18.0,1.0
376.0,3.0,5.0
376.0,21.0,2.0
376.0,11.0,1.0
376.0,14.0,2.0
376.0,22.0,2.0
376.0,10.0,2.0
376.0,16.0,1.0
376.0,4.0,1.0
376.0,20.0,1.0
376.0,19.0,1.0
376.0,8.0,1.0
377.0,4.0,5.0
377.0,11.0,2.0
377.0,2.0,3.0
377.0,3.0,3.0
377.0,22.0,1.0
377.0,25.0,5.0
377.0,5.0,1.0
377.0,26.0,1.0
377.0,16.0,2.0
378.0,5.0,2.0
378.0,11.0,2.0
379.0,5.0,2.0
379.0,11.0,2.0
379.0,2.0,5.0
379.0,26.0,1.0
379.0,4.0,3.0
379.0,25.0,4.0
379.0,20.0,1.0
379.0,14.0,2.0
379.0,16.0,2.0
379.0,3.0,1.0
379.0,10.0,2.0
379.0,0.0,1.0
379.0,21.0,1.0
379.0,8.0,1.0
380.0,3.0,7.0
380.0,14.0,1.0
380.0,10.0,1.0
380.0,4.0,1.0
380.0,12.0,1.0
380.0,25.0,2.0
380.0,20.0,1.0
380.0,16.0,2.0
380.0,22.0,2.0
380.0,11.0,1.0
381.0,3.0,7.0
381.0,12.0,1.0
381.0,21.0,4.0
381.0,5.0,3.0
381.0,11.0,4.0
381.0,10.0,5.0
381.0,9.0,1.0
381.0,25.0,1.0
381.0,2.0,1.0
382.0,3.0,5.0
382.0,6.0,1.0
382.0,10.0,4.0
382.0,4.0,6.0
382.0,22.0,3.0
382.0,16.0,4.0
382.0,7.0,1.0
382.0,17.0,1.0
382.0,25.0,4.0
382.0,2.0,2.0
382.0,13.0,2.0
383.0,3.0,7.0
383.0,10.0,4.0
383.0,4.0,3.0
383.0,25.0,1.0
383.0,2.0,1.0
383.0,19.0,2.0
383.0,21.0,3.0
383.0,17.0,1.0
383.0,11.0,2.0
384.0,3.0,5.0
384.0,14.0,2.0
384.0,16.0,6.0
384.0,25.0,5.0
384.0,20.0,1.0
384.0,21.0,1.0
384.0,4.0,5.0
384.0,11.0,1.0
384.0,2.0,1.0
385.0,21.0,1.0
385.0,3.0,6.0
385.0,14.0,5.0
385.0,22.0,2.0
385.0,30.0,1.0
385.0,0.0,2.0
385.0,10.0,4.0
385.0,25.0,2.0
385.0,4.0,4.0
386.0,24.0,1.0
386.0,3.0,7.0
386.0,21.0,1.0
386.0,0.0,1.0
386.0,7.0,1.0
386.0,16.0,1.0
387.0,3.0,3.0
387.0,21.0,5.0
387.0,10.0,6.0
387.0,5.0,5.0
387.0,2.0,3.0
387.0,25.0,2.0
387.0,20.0,1.0
387.0,11.0,2.0
387.0,30.0,1.0
387.0,4.0,1.0
388.0,21.0,6.0
388.0,11.0,5.0
388.0,4.0,3.0
388.0,2.0,1.0
388.0,10.0,4.0
388.0,19.0,2.0
388.0,3.0,4.0
388.0,22.0,3.0
388.0,14.0,1.0
388.0,12.0,1.0
388.0,8.0,1.0
389.0,3.0,5.0
389.0,10.0,5.0
389.0,4.0,5.0
389.0,19.0,2.0
389.0,14.0,1.0
390.0,3.0,9.0
390.0,22.0,3.0
390.0,14.0,2.0
390.0,10.0,3.0
390.0,21.0,2.0
390.0,8.0,1.0
390.0,12.0,2.0
390.0,11.0,1.0
391.0,21.0,1.0
391.0,4.0,3.0
391.0,25.0,5.0
391.0,2.0,3.0
391.0,3.0,4.0
391.0,12.0,1.0
391.0,10.0,6.0
391.0,6.0,1.0
391.0,5.0,1.0
391.0,11.0,1.0
392.0,3.0,6.0
392.0,21.0,2.0
392.0,4.0,3.0
392.0,25.0,1.0
392.0,2.0,3.0
392.0,14.0,1.0
392.0,16.0,1.0
392.0,6.0,1.0
392.0,10.0,3.0
392.0,0.0,1.0
392.0,11.0,2.0
393.0,21.0,2.0
393.0,11.0,2.0
393.0,3.0,2.0
393.0,12.0,2.0
393.0,30.0,1.0
393.0,23.0,2.0
393.0,29.0,1.0
393.0,10.0,3.0
393.0,5.0,1.0
393.0,7.0,1.0
393.0,4.0,3.0
393.0,25.0,2.0
393.0,2.0,1.0
394.0,21.0,1.0
394.0,23.0,6.0
394.0,27.0,1.0
395.0,21.0,2.0
395.0,5.0,5.0
395.0,10.0,1.0
395.0,2.0,1.0
396.0,3.0,3.0
396.0,21.0,2.0
396.0,24.0,1.0
396.0,10.0,5.0
396.0,0.0,2.0
396.0,5.0,3.0
396.0,11.0,3.0
396.0,12.0,1.0
396.0,23.0,2.0
397.0,4.0,4.0
397.0,25.0,4.0
397.0,2.0,4.0
397.0,3.0,2.0
397.0,10.0,2.0
397.0,11.0,2.0
397.0,16.0,2.0
398.0,3.0,6.0
398.0,4.0,1.0
398.0,25.0,1.0
398.0,5.0,1.0
398.0,24.0,1.0
398.0,21.0,4.0
398.0,10.0,3.0
398.0,11.0,1.0
398.0,12.0,1.0
399.0,3.0,7.0
399.0,30.0,1.0
399.0,14.0,3.0
399.0,16.0,2.0
399.0,13.0,2.0
399.0,22.0,3.0
399.0,12.0,1.0
399.0,21.0,1.0
399.0,6.0,1.0
399.0,10.0,2.0
399.0,4.0,2.0
400.0,3.0,7.0
400.0,21.0,2.0
400.0,0.0,1.0
400.0,4.0,2.0
400.0,7.0,1.0
400.0,25.0,1.0
400.0,24.0,1.0
400.0,28.0,1.0
400.0,9.0,2.0
